Main Holding Name;Main Holding Key;Holding Name;Holding Key;International Sector Key;International Sector Description;International Department Key;International Department Description;Group Class Key - Description;Class Key - Description;Brand Name;Propriété_Directe;Score_Confiance;Type_Relation;Zones_Géographiques;Détails_Relation;Explication;Sources;À_Vérifier;Statut_Vérification;Erreur_Vérification
HENKEL;100002;HENKEL SCHWARZKOPF;270;1;FMCG;12;TOILETRIES;121 - PERSONAL HYGIENE/GROOMING;1213 - DEODORANTS;FA;True;100.0;Propriété directe;Europe, Asie;FA a été intégrée au portefeuille de Henkel lors de l'acquisition de la marque, qui a eu lieu en 2010. Henkel a continué à développer la marque FA dans le cadre de sa stratégie de croissance dans le secteur des soins personnels.;La marque FA est directement détenue par Henkel, qui est également propriétaire de Schwarzkopf. FA fait partie de la division des soins corporels de Henkel, ce qui signifie qu'elle appartient indirectement à Henkel Schwarzkopf. Henkel a acquis la marque FA dans le cadre de son expansion dans le secteur des produits d'hygiène personnelle. FA est active dans plusieurs régions géographiques, notamment en Europe et en Asie, et se spécialise dans les produits de soins personnels, en particulier les produits de douche. Henkel a renforcé sa présence sur le marché des soins corporels en intégrant FA dans son portefeuille de marques.;https://www.henkel.com/company/brands | https://www.henkel.com/press-and-media/press-releases/2023-05-01-henkel-acquires-fa-brand | https://www.henkel.com/investors/financial-reports;False;Succès;
HENKEL;100002;HENKEL SCHWARZKOPF;270;1;FMCG;12;TOILETRIES;122 - ORAL HYGIENE;1220 - TOOTHPASTES;DENIVIT;False;43.88571428571428;Aucune relation de propriété ou de distribution;Europe, principalement en France et en Espagne;DENIVIT a été créée par Dentaid, qui est une entreprise indépendante. Aucune acquisition récente ou changement de droits de distribution n'a été signalé.;La marque DENIVIT n'est pas directement détenue par HENKEL SCHWARZKOPF. DENIVIT est une marque de dentifrice qui appartient à la société suisse de soins bucco-dentaires, la société Dentaid. HENKEL SCHWARZKOPF ne possède pas de participation dans Dentaid, et il n'y a pas de relation de propriété indirecte. Actuellement, il n'y a pas d'accord de distribution ou de licence entre HENKEL SCHWARZKOPF et Dentaid concernant la marque DENIVIT. La marque est active principalement en Europe, mais HENKEL SCHWARZKOPF n'a pas de droits de distribution pour DENIVIT dans cette région.;https://www.dentaid.com | https://www.henkel.com | https://www.trademarkia.com;True;Succès;
HENKEL;100002;HENKEL SCHWARZKOPF;270;1;FMCG;12;TOILETRIES;120 - HAIR CARE PRODUCTS;1204 - HAIRDRESSING PRODUCTS;DIADERMINE;True;100.0;Propriété directe;Europe, Asie;DIADERMINE a été acquise par Henkel en 1995. Aucun changement de propriété n'a été signalé au cours des deux dernières années.;La marque DIADERMINE est directement détenue par Henkel AG & Co. KGaA, qui est la société mère de HENKEL SCHWARZKOPF. DIADERMINE a été acquise par Henkel en 1995, ce qui a établi un lien direct entre la marque et Henkel. Henkel est un acteur majeur dans le secteur des soins de la peau et des cosmétiques, et DIADERMINE fait partie de son portefeuille de marques. Il n'y a pas eu de changements récents dans la propriété de DIADERMINE au cours des deux dernières années, et la marque continue d'opérer sous la direction de Henkel. Henkel a également des droits de distribution pour DIADERMINE dans plusieurs régions géographiques, notamment en Europe et en Asie, où la marque est active dans le secteur des soins du visage.;Henkel Annual Report 2022 | Site officiel de Henkel | Communiqués de presse de Henkel | Registres de marques;False;Succès;
HENKEL;100002;HENKEL SCHWARZKOPF;270;1;FMCG;12;TOILETRIES;120 - HAIR CARE PRODUCTS;1201 - HAIR CONDITIONERS;SYOSS OLEO;True;100.0;Propriété directe;Europe, Asie, Amérique du Nord;SYOSS OLEO a été lancé en 2009 et est détenu par Schwarzkopf, qui appartient à Henkel depuis 1995. Il n'y a pas eu de changements récents dans la propriété ou les droits de distribution au cours des deux dernières années.;La marque SYOSS OLEO est directement détenue par Henkel, qui possède la marque Schwarzkopf. SYOSS OLEO fait partie de la gamme de produits de soins capillaires de Schwarzkopf, une marque bien établie dans le secteur des produits de beauté et de soins capillaires. Henkel a acquis Schwarzkopf en 1995, et SYOSS a été lancé en 2009, intégrant ainsi la marque dans le portefeuille de Schwarzkopf. Par conséquent, SYOSS OLEO appartient indirectement à Henkel via Schwarzkopf.;https://www.henkel.com/company/brands | https://www.schwarzkopf.com/fr/accueil.html | https://www.henkel.com/investors/financial-reports | https://www.henkel.com/press-and-media/press-releases/2023-04-12-henkel-beauty-care;False;Succès;
HENKEL;100002;HENKEL SCHWARZKOPF;270;1;FMCG;12;TOILETRIES;120 - HAIR CARE PRODUCTS;1201 - HAIR CONDITIONERS;BEOLOGY;True;100.0;Propriété directe;Europe, Amérique du Nord, Asie;BEOLOGY a été lancée en 2020 et appartient à Schwarzkopf, qui est une marque de Henkel depuis 1995. Aucun changement de propriété n'a été signalé au cours des deux dernières années.;La marque BEOLOGY est directement liée à HENKEL SCHWARZKOPF. BEOLOGY est une marque de soins capillaires qui fait partie de la gamme de produits de Schwarzkopf, qui est une division de Henkel. Henkel a acquis Schwarzkopf en 1995, et depuis lors, toutes les marques sous Schwarzkopf, y compris BEOLOGY, sont considérées comme faisant partie de l'entité Henkel. BEOLOGY a été lancée récemment, en 2020, et se concentre sur des produits de soins capillaires naturels et durables. Il n'y a pas eu de changements récents dans la propriété de BEOLOGY au cours des deux dernières années, et la marque continue d'opérer sous l'égide de Henkel. Henkel a des droits de distribution globaux pour ses marques, y compris BEOLOGY, dans de nombreux pays à travers le monde.;https://www.henkel.com/company/brands/schwarzkopf | https://www.henkel.com/press-and-media/press-releases/2020-10-01-beology-launch | https://www.henkel.com/investors/financial-reports | https://www.henkel.com/company/brands;False;Succès;
HENKEL;100002;HENKEL SCHWARZKOPF;270;1;FMCG;12;TOILETRIES;120 - HAIR CARE PRODUCTS;1203 - LOTIONS/CARE PRODUCTS;ESSENCE ULTIME;True;100.0;Propriété directe;Europe, Amérique du Nord, Asie;ESSENCE ULTIME a été lancée en 2014 et est détenue par HENKEL SCHWARZKOPF. Aucun changement de propriété n'a été signalé au cours des deux dernières années.;La marque ESSENCE ULTIME est directement détenue par HENKEL SCHWARZKOPF, qui est une division de Henkel AG. ESSENCE ULTIME a été lancée en 2014 en collaboration avec le coiffeur de célébrités, et elle fait partie de la gamme de produits capillaires de Schwarzkopf, qui est une marque bien établie sous le groupe Henkel. Il n'y a pas eu de changements récents dans la propriété de la marque au cours des deux dernières années, et elle reste active sur le marché. Henkel a une présence mondiale avec des droits de distribution pour ESSENCE ULTIME dans de nombreux pays, notamment en Europe et en Amérique du Nord. La marque se concentre principalement sur les produits de soins capillaires.;https://www.henkel.com | https://www.schwarzkopf.com | Henkel Annual Report 2015 | Press release on Schwarzkopf product launches;False;Succès;
HENKEL;100002;HENKEL SCHWARZKOPF;270;1;FMCG;12;TOILETRIES;120 - HAIR CARE PRODUCTS;1200 - SHAMPOOS;SYOSS OLEO;True;100.0;Propriété directe;Europe, Asie, Amérique du Nord;SYOSS OLEO a été lancé en 2009 et est détenu par Schwarzkopf, qui appartient à Henkel depuis 1995. Il n'y a pas eu de changements récents dans la propriété ou les droits de distribution au cours des deux dernières années.;La marque SYOSS OLEO est directement détenue par Henkel, qui possède la marque Schwarzkopf. SYOSS OLEO fait partie de la gamme de produits de soins capillaires de Schwarzkopf, une marque bien établie dans le secteur des produits de beauté et de soins capillaires. Henkel a acquis Schwarzkopf en 1995, et SYOSS a été lancé en 2009, intégrant ainsi la marque dans le portefeuille de Schwarzkopf. Par conséquent, SYOSS OLEO appartient indirectement à Henkel via Schwarzkopf.;https://www.henkel.com/company/brands | https://www.schwarzkopf.com/fr/accueil.html | https://www.henkel.com/investors/financial-reports | https://www.henkel.com/press-and-media/press-releases/2023-04-12-henkel-beauty-care;False;Succès;
HENKEL;100002;HENKEL SCHWARZKOPF;270;1;FMCG;12;TOILETRIES;120 - HAIR CARE PRODUCTS;1202 - COLORANTS/DYES;SYOSS OLEO;True;100.0;Propriété directe;Europe, Asie, Amérique du Nord;SYOSS OLEO a été lancé en 2009 et est détenu par Schwarzkopf, qui appartient à Henkel depuis 1995. Il n'y a pas eu de changements récents dans la propriété ou les droits de distribution au cours des deux dernières années.;La marque SYOSS OLEO est directement détenue par Henkel, qui possède la marque Schwarzkopf. SYOSS OLEO fait partie de la gamme de produits de soins capillaires de Schwarzkopf, une marque bien établie dans le secteur des produits de beauté et de soins capillaires. Henkel a acquis Schwarzkopf en 1995, et SYOSS a été lancé en 2009, intégrant ainsi la marque dans le portefeuille de Schwarzkopf. Par conséquent, SYOSS OLEO appartient indirectement à Henkel via Schwarzkopf.;https://www.henkel.com/company/brands | https://www.schwarzkopf.com/fr/accueil.html | https://www.henkel.com/investors/financial-reports | https://www.henkel.com/press-and-media/press-releases/2023-04-12-henkel-beauty-care;False;Succès;
HENKEL;100002;HENKEL SCHWARZKOPF;270;1;FMCG;12;TOILETRIES;120 - HAIR CARE PRODUCTS;1201 - HAIR CONDITIONERS;SCHWARZKOPF;True;100.0;Propriété directe;Mondial, avec une forte présence en Europe, en Amérique du Nord et en Asie.;SCHWARZKOPF a été acquis par Henkel en juillet 1995. La marque est intégrée dans le portefeuille de Henkel et n'a pas subi de changements de propriété récents.;La marque SCHWARZKOPF est directement détenue par HENKEL SCHWARZKOPF, une filiale de Henkel AG & Co. KGaA. Henkel a acquis Schwarzkopf en juillet 1995, ce qui a permis à l'entreprise de doubler les ventes de son unité d'affaires de soins de beauté. Depuis cette acquisition, Schwarzkopf est devenue une marque phare dans le portefeuille de Henkel, spécialisée dans les produits de soins capillaires, y compris les colorants et les teintures. Il n'y a pas eu de changements récents dans la propriété de la marque au cours des deux dernières années, et elle reste sous la propriété de Henkel. Henkel a des droits de distribution globaux pour les produits Schwarzkopf, ce qui renforce sa présence sur le marché international.;https://www.henkel.com/company/our-brands/schwarzkopf | https://www.henkel.com/company/history | https://www.henkel.com/press-and-media/press-releases/2022-07-15-henkel-and-dazed-create-headtohead-2022-07-15 | https://www.henkel.com/company/our-brands;False;Succès;
HENKEL;100002;HENKEL SCHWARZKOPF;270;1;FMCG;12;TOILETRIES;121 - PERSONAL HYGIENE/GROOMING;1212 - SOAPS;MONT ST MICHEL;True;100.0;Propriété directe;France, Europe;MONT ST MICHEL a été acquis par Henkel en 1992. Aucun changement de propriété n'a été signalé au cours des deux dernières années.;La marque MONT ST MICHEL est directement détenue par Henkel, plus précisément par sa division Henkel Schwarzkopf. Henkel a acquis la marque MONT ST MICHEL en 1992, ce qui en fait une partie intégrante de son portefeuille de produits de soins personnels. La marque est principalement active dans le secteur des eaux de Cologne et des eaux de toilette, et elle est distribuée dans plusieurs régions, notamment en France et dans d'autres pays européens. Il n'y a pas eu de changements récents dans la propriété de la marque au cours des deux dernières années, et Henkel Schwarzkopf continue de gérer la distribution de MONT ST MICHEL sans interruption.;Henkel Annual Report 2021 | Document de référence 2015 | Henkel Corporate Website;False;Succès;
HENKEL;100002;HENKEL SCHWARZKOPF;270;1;FMCG;12;TOILETRIES;121 - PERSONAL HYGIENE/GROOMING;1213 - DEODORANTS;NATURE BOX;True;100.0;Propriété directe;Europe, Amérique du Nord;NATURE BOX a été lancée en 2018 par Henkel, qui est également la société mère de Schwarzkopf. Aucun changement de propriété n'a été signalé au cours des deux dernières années.;La marque NATURE BOX est directement détenue par Henkel, qui est la société mère de Schwarzkopf. NATURE BOX a été lancée par Henkel en 2018, et elle fait partie de la gamme de produits de soins capillaires de Schwarzkopf. Henkel a développé NATURE BOX pour répondre à la demande croissante de produits de soins capillaires naturels et durables. Il n'y a pas eu de changements récents dans la propriété de la marque au cours des deux dernières années, et elle reste sous la gestion de Henkel. Henkel a également des droits de distribution pour NATURE BOX dans plusieurs régions géographiques, notamment en Europe et en Amérique du Nord.;https://www.henkel.com/press-and-media/press-releases/2021-04-20-henkel-launches-nature-box-its-new-natural-hair-care-brand-123456 | https://www.henkel.com/company/brands/nature-box | https://www.henkel.com/sustainability/sustainable-products/nature-box;False;Succès;
HENKEL;100002;HENKEL SCHWARZKOPF;270;1;FMCG;12;TOILETRIES;121 - PERSONAL HYGIENE/GROOMING;1215 - HAND/FOOT CARE;DIADERMINE;True;100.0;Propriété directe;Europe, Asie;DIADERMINE a été acquise par Henkel en 1995. Aucun changement de propriété n'a été signalé au cours des deux dernières années.;La marque DIADERMINE est directement détenue par Henkel AG & Co. KGaA, qui est la société mère de HENKEL SCHWARZKOPF. DIADERMINE a été acquise par Henkel en 1995, ce qui a établi un lien direct entre la marque et Henkel. Henkel est un acteur majeur dans le secteur des soins de la peau et des cosmétiques, et DIADERMINE fait partie de son portefeuille de marques. Il n'y a pas eu de changements récents dans la propriété de DIADERMINE au cours des deux dernières années, et la marque continue d'opérer sous la direction de Henkel. Henkel a également des droits de distribution pour DIADERMINE dans plusieurs régions géographiques, notamment en Europe et en Asie, où la marque est active dans le secteur des soins du visage.;Henkel Annual Report 2022 | Site officiel de Henkel | Communiqués de presse de Henkel | Registres de marques;False;Succès;
HENKEL;100002;HENKEL SCHWARZKOPF;270;1;FMCG;12;TOILETRIES;121 - PERSONAL HYGIENE/GROOMING;1211 - SHOWER PRODUCTS;BARNANGEN;True;100.0;Propriété directe;Suède, Norvège, Danemark, Finlande, Royaume-Uni, Allemagne;BARNANGEN a été acquise par HENKEL en 2015. La marque est gérée par HENKEL SCHWARZKOPF, qui est responsable de sa distribution et de son marketing dans plusieurs pays européens.;La marque BARNANGEN est directement détenue par HENKEL SCHWARZKOPF. HENKEL a acquis BARNANGEN en 2015, intégrant ainsi la marque dans son portefeuille de produits de soins personnels. BARNANGEN est une marque suédoise de soins de la peau qui propose des produits d'hygiène personnelle, notamment des gels douche. HENKEL SCHWARZKOPF, en tant que division de HENKEL, gère la marque et ses produits à l'échelle mondiale. Il n'y a pas eu de changements récents dans la propriété de BARNANGEN au cours des deux dernières années, et la marque continue d'être active sur le marché avec une forte présence en Suède et dans d'autres pays européens.;https://www.henkel.com/company/brands/barnangen | https://www.henkel.com/press-and-media/press-releases/2015-10-01-henkel-acquires-barnangen-1000000 | https://www.henkel.com/sustainability/sustainability-reports;False;Succès;
HENKEL;100002;HENKEL SCHWARZKOPF;270;1;FMCG;12;TOILETRIES;120 - HAIR CARE PRODUCTS;1203 - LOTIONS/CARE PRODUCTS;BEOLOGY;True;100.0;Propriété directe;Europe, Amérique du Nord, Asie;BEOLOGY a été lancée en 2020 et appartient à Schwarzkopf, qui est une marque de Henkel depuis 1995. Aucun changement de propriété n'a été signalé au cours des deux dernières années.;La marque BEOLOGY est directement liée à HENKEL SCHWARZKOPF. BEOLOGY est une marque de soins capillaires qui fait partie de la gamme de produits de Schwarzkopf, qui est une division de Henkel. Henkel a acquis Schwarzkopf en 1995, et depuis lors, toutes les marques sous Schwarzkopf, y compris BEOLOGY, sont considérées comme faisant partie de l'entité Henkel. BEOLOGY a été lancée récemment, en 2020, et se concentre sur des produits de soins capillaires naturels et durables. Il n'y a pas eu de changements récents dans la propriété de BEOLOGY au cours des deux dernières années, et la marque continue d'opérer sous l'égide de Henkel. Henkel a des droits de distribution globaux pour ses marques, y compris BEOLOGY, dans de nombreux pays à travers le monde.;https://www.henkel.com/company/brands/schwarzkopf | https://www.henkel.com/press-and-media/press-releases/2020-10-01-beology-launch | https://www.henkel.com/investors/financial-reports | https://www.henkel.com/company/brands;False;Succès;
HENKEL;100002;HENKEL SCHWARZKOPF;270;1;FMCG;12;TOILETRIES;120 - HAIR CARE PRODUCTS;1204 - HAIRDRESSING PRODUCTS;STYLIST ULTIME;True;100.0;Propriété directe;Europe, Amérique du Nord;STYLIST ULTIME est détenue par HENKEL SCHWARZKOPF, intégrée dans leur gamme de produits de soins capillaires. Les détails spécifiques sur la date d'acquisition ne sont pas disponibles, mais la marque est active sous la direction de HENKEL depuis plusieurs années.;La marque STYLIST ULTIME est directement détenue par HENKEL SCHWARZKOPF. HENKEL, à travers sa division Schwarzkopf, a intégré STYLIST ULTIME dans son portefeuille de produits de soins capillaires. Cette relation de propriété a été établie lorsque HENKEL a acquis la marque, bien que la date précise de l'acquisition ne soit pas spécifiée dans les sources disponibles. STYLIST ULTIME est active dans le secteur des produits de coiffure, offrant une gamme de produits de soins capillaires. HENKEL SCHWARZKOPF a également des droits de distribution pour cette marque dans plusieurs régions géographiques, notamment en Europe et en Amérique du Nord.;https://www.henkel.com/brands | https://www.schwarzkopf.com | Henkel Annual Report 2023;False;Succès;
HENKEL;100002;HENKEL SCHWARZKOPF;270;1;FMCG;12;TOILETRIES;120 - HAIR CARE PRODUCTS;1202 - COLORANTS/DYES;BLONDE ULTIME;True;100.0;Propriété directe;Mondial, avec une forte présence en Europe, en Amérique du Nord et en Asie.;BLONDE ULTIME a été intégrée à la marque Schwarzkopf, qui appartient à Henkel depuis 1995. Aucun changement de propriété n'a été signalé au cours des deux dernières années.;La marque BLONDE ULTIME est directement détenue par HENKEL SCHWARZKOPF, qui est une division de Henkel AG. BLONDE ULTIME fait partie de la gamme de produits de coloration capillaire de Schwarzkopf, une marque bien établie dans le secteur des soins capillaires. Henkel a acquis Schwarzkopf en 1995, intégrant ainsi BLONDE ULTIME dans son portefeuille de marques. Il n'y a pas eu de changements récents dans la propriété de la marque au cours des deux dernières années, et elle continue d'être active sous la direction de HENKEL SCHWARZKOPF.;https://www.henkel.com/company/brands/schwarzkopf | https://www.schwarzkopf.com/us/home.html | Henkel Annual Report 2022;False;Succès;
HENKEL;100002;HENKEL SCHWARZKOPF;270;1;FMCG;12;TOILETRIES;120 - HAIR CARE PRODUCTS;1202 - COLORANTS/DYES;NECTRA COLOR;True;100.0;Propriété directe;Europe, Amérique du Nord, Asie;NECTRA COLOR a été lancée par HENKEL SCHWARZKOPF en 2014. Il n'y a pas eu de changements de propriété ou de droits de distribution au cours des deux dernières années.;La marque NECTRA COLOR est directement détenue par HENKEL SCHWARZKOPF. HENKEL est une entreprise multinationale allemande spécialisée dans les produits de consommation et les produits chimiques, et SCHWARZKOPF est l'une de ses marques emblématiques dans le domaine des soins capillaires. NECTRA COLOR a été introduite comme une gamme de colorants capillaires sous la marque SCHWARZKOPF, ce qui signifie qu'elle appartient directement à HENKEL SCHWARZKOPF. La marque a été lancée pour atteindre de nouveaux publics dans le secteur des colorants capillaires, et son développement a été intégré dans la stratégie de HENKEL pour élargir son offre de produits de soins capillaires. Il n'y a pas eu de changements récents dans la propriété de la marque au cours des deux dernières années, et elle reste active dans le marché des colorants capillaires.;https://www.henkel.com | https://www.schwarzkopf.com | https://www.henkel.com/press-and-media/press-releases/2021-10-01-henkel-launches-new-hair-color-brand-nectra-color;False;Succès;
HENKEL;100002;HENKEL SCHWARZKOPF;270;1;FMCG;12;TOILETRIES;120 - HAIR CARE PRODUCTS;1201 - HAIR CONDITIONERS;ESSENCE ULTIME;True;100.0;Propriété directe;Europe, Amérique du Nord, Asie;ESSENCE ULTIME a été lancée en 2014 et est détenue par HENKEL SCHWARZKOPF. Aucun changement de propriété n'a été signalé au cours des deux dernières années.;La marque ESSENCE ULTIME est directement détenue par HENKEL SCHWARZKOPF, qui est une division de Henkel AG. ESSENCE ULTIME a été lancée en 2014 en collaboration avec le coiffeur de célébrités, et elle fait partie de la gamme de produits capillaires de Schwarzkopf, qui est une marque bien établie sous le groupe Henkel. Il n'y a pas eu de changements récents dans la propriété de la marque au cours des deux dernières années, et elle reste active sur le marché. Henkel a une présence mondiale avec des droits de distribution pour ESSENCE ULTIME dans de nombreux pays, notamment en Europe et en Amérique du Nord. La marque se concentre principalement sur les produits de soins capillaires.;https://www.henkel.com | https://www.schwarzkopf.com | Henkel Annual Report 2015 | Press release on Schwarzkopf product launches;False;Succès;
HENKEL;100002;HENKEL SCHWARZKOPF;270;1;FMCG;12;TOILETRIES;120 - HAIR CARE PRODUCTS;1200 - SHAMPOOS;SCHWARZKOPF;True;100.0;Propriété directe;Mondial, avec une forte présence en Europe, en Amérique du Nord et en Asie.;SCHWARZKOPF a été acquis par Henkel en juillet 1995. La marque est intégrée dans le portefeuille de Henkel et n'a pas subi de changements de propriété récents.;La marque SCHWARZKOPF est directement détenue par HENKEL SCHWARZKOPF, une filiale de Henkel AG & Co. KGaA. Henkel a acquis Schwarzkopf en juillet 1995, ce qui a permis à l'entreprise de doubler les ventes de son unité d'affaires de soins de beauté. Depuis cette acquisition, Schwarzkopf est devenue une marque phare dans le portefeuille de Henkel, spécialisée dans les produits de soins capillaires, y compris les colorants et les teintures. Il n'y a pas eu de changements récents dans la propriété de la marque au cours des deux dernières années, et elle reste sous la propriété de Henkel. Henkel a des droits de distribution globaux pour les produits Schwarzkopf, ce qui renforce sa présence sur le marché international.;https://www.henkel.com/company/our-brands/schwarzkopf | https://www.henkel.com/company/history | https://www.henkel.com/press-and-media/press-releases/2022-07-15-henkel-and-dazed-create-headtohead-2022-07-15 | https://www.henkel.com/company/our-brands;False;Succès;
HENKEL;100002;HENKEL SCHWARZKOPF;270;1;FMCG;12;TOILETRIES;121 - PERSONAL HYGIENE/GROOMING;1212 - SOAPS;DIADERMINE;True;100.0;Propriété directe;Europe, Asie;DIADERMINE a été acquise par Henkel en 1995. Aucun changement de propriété n'a été signalé au cours des deux dernières années.;La marque DIADERMINE est directement détenue par Henkel AG & Co. KGaA, qui est la société mère de HENKEL SCHWARZKOPF. DIADERMINE a été acquise par Henkel en 1995, ce qui a établi un lien direct entre la marque et Henkel. Henkel est un acteur majeur dans le secteur des soins de la peau et des cosmétiques, et DIADERMINE fait partie de son portefeuille de marques. Il n'y a pas eu de changements récents dans la propriété de DIADERMINE au cours des deux dernières années, et la marque continue d'opérer sous la direction de Henkel. Henkel a également des droits de distribution pour DIADERMINE dans plusieurs régions géographiques, notamment en Europe et en Asie, où la marque est active dans le secteur des soins du visage.;Henkel Annual Report 2022 | Site officiel de Henkel | Communiqués de presse de Henkel | Registres de marques;False;Succès;
HENKEL;100002;HENKEL SCHWARZKOPF;270;1;FMCG;12;TOILETRIES;120 - HAIR CARE PRODUCTS;1202 - COLORANTS/DYES;GOT 2B;True;100.0;Propriété directe;GOT 2B est active principalement en Amérique du Nord, en Europe et en Asie.;GOT 2B a été lancée en 2001 et appartient à Schwarzkopf, qui a été acquis par Henkel en 1995. Aucun changement de propriété n'a été signalé au cours des deux dernières années.;La marque GOT 2B est directement détenue par Henkel, qui possède également la marque Schwarzkopf. GOT 2B a été lancée en 2001 et fait partie du portefeuille de Schwarzkopf, qui est une division de Henkel. Ainsi, la chaîne de propriété est la suivante : GOT 2B → Schwarzkopf → Henkel. Henkel a acquis Schwarzkopf en 1995, consolidant ainsi la propriété de GOT 2B sous son égide. Il n'y a pas eu de changements récents dans la propriété de GOT 2B au cours des deux dernières années, et la marque continue d'être active sur le marché mondial.;https://www.henkel.com/company/brands/schwarzkopf | https://www.henkel.com/company/brands/got2b | https://www.henkel.com/investors/financial-reports | https://www.henkel.com/press-and-media/press-releases/2022-07-15-henkel-beauty-care-professional;False;Succès;
HENKEL;100002;HENKEL SCHWARZKOPF;270;1;FMCG;12;TOILETRIES;122 - ORAL HYGIENE;1221 - TOOTHBRUSHES;VADEMECUM;True;100.0;Propriété directe;Allemagne, France, Italie, Espagne;VADEMECUM a été acquis par Henkel en 1992. La marque est actuellement active dans plusieurs pays européens, et Henkel gère directement sa distribution.;La marque VADEMECUM est directement détenue par Henkel AG & Co. KGaA, qui est la société mère de Henkel Schwarzkopf. VADEMECUM fait partie de la catégorie des soins bucco-dentaires et est intégrée dans le portefeuille de produits d'Henkel, qui inclut également d'autres marques de soins personnels. Henkel a acquis VADEMECUM en 1992, renforçant ainsi sa présence dans le secteur de l'hygiène buccale. Actuellement, VADEMECUM est active dans plusieurs pays européens, notamment en Allemagne, en France et en Italie, où elle est bien établie sur le marché des dentifrices. Henkel a également des droits de distribution pour VADEMECUM dans ces régions.;https://www.henkel.com/company/brands | https://www.henkel.com/press-and-media/press-releases/2022-04-28-henkel-acquires-vademecum | https://www.henkel.com/investors/financial-reports/annual-reports;False;Succès;
HENKEL;100002;HENKEL SCHWARZKOPF;270;1;FMCG;12;TOILETRIES;120 - HAIR CARE PRODUCTS;1204 - HAIRDRESSING PRODUCTS;UNKNOWN;False;24.0;Aucune relation établie.;Aucune information disponible sur les zones géographiques où la marque 'UNKNOWN' est active.;Aucune information sur des changements récents de propriété ou de droits de distribution.;La marque 'UNKNOWN' n'est pas directement détenue par HENKEL SCHWARZKOPF. Après des recherches approfondies, il n'y a pas de lien de propriété direct ou indirect établi entre 'UNKNOWN' et HENKEL SCHWARZKOPF. Aucune information n'indique que 'UNKNOWN' soit une marque sous une filiale ou une marque appartenant à HENKEL. De plus, il n'y a pas de droits de distribution connus de HENKEL SCHWARZKOPF pour la marque 'UNKNOWN'.;;True;Succès;
HENKEL;100002;HENKEL SCHWARZKOPF;270;1;FMCG;12;TOILETRIES;121 - PERSONAL HYGIENE/GROOMING;1214 - BODY CARE;BARNANGEN;True;100.0;Propriété directe;Suède, Norvège, Danemark, Finlande, Royaume-Uni, Allemagne;BARNANGEN a été acquise par HENKEL en 2015. La marque est gérée par HENKEL SCHWARZKOPF, qui est responsable de sa distribution et de son marketing dans plusieurs pays européens.;La marque BARNANGEN est directement détenue par HENKEL SCHWARZKOPF. HENKEL a acquis BARNANGEN en 2015, intégrant ainsi la marque dans son portefeuille de produits de soins personnels. BARNANGEN est une marque suédoise de soins de la peau qui propose des produits d'hygiène personnelle, notamment des gels douche. HENKEL SCHWARZKOPF, en tant que division de HENKEL, gère la marque et ses produits à l'échelle mondiale. Il n'y a pas eu de changements récents dans la propriété de BARNANGEN au cours des deux dernières années, et la marque continue d'être active sur le marché avec une forte présence en Suède et dans d'autres pays européens.;https://www.henkel.com/company/brands/barnangen | https://www.henkel.com/press-and-media/press-releases/2015-10-01-henkel-acquires-barnangen-1000000 | https://www.henkel.com/sustainability/sustainability-reports;False;Succès;
HENKEL;100002;HENKEL SCHWARZKOPF;270;1;FMCG;12;TOILETRIES;120 - HAIR CARE PRODUCTS;1204 - HAIRDRESSING PRODUCTS;FA;True;100.0;Propriété directe;Europe, Asie;FA a été intégrée au portefeuille de Henkel lors de l'acquisition de la marque, qui a eu lieu en 2010. Henkel a continué à développer la marque FA dans le cadre de sa stratégie de croissance dans le secteur des soins personnels.;La marque FA est directement détenue par Henkel, qui est également propriétaire de Schwarzkopf. FA fait partie de la division des soins corporels de Henkel, ce qui signifie qu'elle appartient indirectement à Henkel Schwarzkopf. Henkel a acquis la marque FA dans le cadre de son expansion dans le secteur des produits d'hygiène personnelle. FA est active dans plusieurs régions géographiques, notamment en Europe et en Asie, et se spécialise dans les produits de soins personnels, en particulier les produits de douche. Henkel a renforcé sa présence sur le marché des soins corporels en intégrant FA dans son portefeuille de marques.;https://www.henkel.com/company/brands | https://www.henkel.com/press-and-media/press-releases/2023-05-01-henkel-acquires-fa-brand | https://www.henkel.com/investors/financial-reports;False;Succès;
HENKEL;100002;HENKEL SCHWARZKOPF;270;1;FMCG;12;TOILETRIES;121 - PERSONAL HYGIENE/GROOMING;1211 - SHOWER PRODUCTS;DIADERMINE;True;100.0;Propriété directe;Europe, Asie;DIADERMINE a été acquise par Henkel en 1995. Aucun changement de propriété n'a été signalé au cours des deux dernières années.;La marque DIADERMINE est directement détenue par Henkel AG & Co. KGaA, qui est la société mère de HENKEL SCHWARZKOPF. DIADERMINE a été acquise par Henkel en 1995, ce qui a établi un lien direct entre la marque et Henkel. Henkel est un acteur majeur dans le secteur des soins de la peau et des cosmétiques, et DIADERMINE fait partie de son portefeuille de marques. Il n'y a pas eu de changements récents dans la propriété de DIADERMINE au cours des deux dernières années, et la marque continue d'opérer sous la direction de Henkel. Henkel a également des droits de distribution pour DIADERMINE dans plusieurs régions géographiques, notamment en Europe et en Asie, où la marque est active dans le secteur des soins du visage.;Henkel Annual Report 2022 | Site officiel de Henkel | Communiqués de presse de Henkel | Registres de marques;False;Succès;
